codgeo;population_totale;pop_60ansetplus
28373;2902;1061
15076;177;92
26351;21;4
11438;381;113
26378;34;12
28382;914;200
15079;366;104
26360;593;165
12001;1053;276
26379;936;220
28388;1067;304
15085;505;122
26363;34;9
12010;127;36
26382;525;121
28389;344;113
15089;464;158
26375;22;7
12026;1037;286
27001;322;93
28395;450;137
15093;100;51
27003;1474;362
12034;322;115
27002;473;130
28396;321;80
15094;747;285
27005;1152;188
12039;258;146
27006;136;34
28397;391;73
15102;105;44
27009;571;137
12043;1845;411
27017;1302;284
28404;12209;2747
15105;37;17
27019;173;30
12045;420;98
27022;5526;1136
28408;134;22
15108;993;334
27034;618;102
12049;446;168
27026;397;61
28409;479;95
15120;3362;1202
27036;563;135
12052;4392;1525
27033;317;68
28410;318;76
15124;567;189
27038;260;64
12057;904;292
27054;507;135
28425;631;131
15127;288;109
27042;64;9
12066;1029;278
27062;1561;350
28426;494;138
15133;134;40
27044;854;301
12076;1666;650
27065;4510;1165
29004;5562;1482
15135;118;48
27048;190;71
12083;1523;605
27070;1688;320
29015;3398;715
15137;272;95
27050;666;261
12089;5018;1961
27075;339;114
29017;881;186
15151;154;64
27051;2924;871
12092;525;202
27077;897;180
29026;4877;1162
15173;116;54
27052;364;161
12093;176;75
27085;1424;240
29028;906;441
15179;250;77
27067;1480;275
12100;2334;897
27099;768;175
29032;1999;607
15182;134;29
27071;231;43
12111;516;138
27101;489;89
29036;613;220
15184;784;280
27076;459;89
12113;385;94
27103;3578;809
29041;1837;468
15194;118;48
27079;342;99
12118;502;232
27105;3717;873
29045;2243;591
15201;240;99
27089;1003;237
12141;230;83
27108;1281;379
29046;13688;5022
15202;740;295
27090;3565;951
12143;60;23
27116;4155;1127
29054;641;208
15206;130;37
27091;679;148
12146;2219;441
27123;436;81
29058;9410;3542
15211;306;81
27098;82;17
12156;546;181
27127;641;102
29073;958;348
15222;216;77
27100;1145;180
12186;212;75
27134;234;42
29080;2230;547
15223;209;67
27104;713;141
12193;303;87
27135;488;85
29090;814;265
15238;125;71
27109;384;67
12198;1932;679
27136;274;56
29094;699;185
15257;133;43
27110;575;111
12203;572;164
27140;425;91
29111;1316;276
15260;111;74
27111;198;54
12204;185;70
27141;69;13
29122;665;221
15264;262;70
27114;1222;279
12211;134;53
27147;622;119
29124;6713;1819
15265;1663;621
27149;94;25
12223;1587;643
27148;404;107
29128;399;78
16002;520;136
27154;581;117
12224;1913;800
27152;584;113
29137;2120;542
16009;362;124
27161;1082;207
12229;257;44
27158;730;191
29144;759;147
16010;186;69
27163;202;31
12253;1050;453
27174;1338;337
29147;3035;681
16011;587;134
27168;189;52
12259;658;222
27176;219;39
29151;13917;3947
16014;125;36
27169;985;197
12260;159;64
27191;2519;587
29159;800;204
16015;40704;9959
27179;732;173
12264;3194;925
27193;1321;240
29177;3705;874
16018;727;239
27180;2032;466
12266;546;191
27196;1279;292
29180;940;158
16019;1216;317
27192;596;165
12270;3981;1363
27201;232;39
29183;717;159
16030;1005;315
27198;5929;1281
12272;510;129
27203;506;91
29188;2887;1491
16036;290;57
27219;569;113
12273;296;98
27208;150;50
29193;1263;256
16040;298;108
27229;47007;9735
12277;510;204
27210;472;74
29195;6464;2036
16050;263;70
27235;155;42
12281;748;219
27213;6121;1244
29196;2141;514
16059;162;50
27242;1024;286
12290;510;166
27214;749;193
29204;2097;398
16065;615;223
27243;713;173
12292;430;125
27216;536;98
29205;1243;291
16070;1621;621
27246;1847;528
12293;140;50
27222;201;43
29208;1245;265
16071;559;149
27251;516;165
12295;98;41
27224;478;113
29211;686;250
16076;831;359
27252;334;95
12297;506;156
27228;291;48
29222;383;114
16087;144;55
27263;1235;310
13010;4052;1147
27237;172;33
29232;61280;15687
16091;180;73
27269;200;71
13012;487;177
27245;257;94
29238;811;366
16103;124;52
27271;338;56
13014;12911;2863
27247;330;86
29244;808;142
16105;599;172
27273;382;70
13017;1495;486
27256;584;94
29251;643;234
16106;2406;923
27288;586;128
13019;9586;2502
27259;73;10
29257;2083;613
16113;7453;1957
27312;254;70
13022;7114;2610
27261;460;134
29270;1636;299
16132;900;317
27322;1409;340
13030;5010;1050
27277;705;132
29272;2987;661
16135;296;97
27326;339;80
13031;3227;951
27286;396;102
29277;2166;483
16150;1571;557
27329;785;159
13034;1828;688
27290;1257;293
29279;2827;857
16154;5754;1662
27332;786;210
13035;7081;1681
27300;524;142
29281;1038;239
16158;328;85
27333;664;126
13037;8227;1873
27304;173;49
29286;244;46
16162;181;77
27341;69;24
13044;4818;1225
27306;2584;644
29289;128;60
16171;652;191
27343;1320;334
13046;4151;1054
27313;584;124
29290;650;119
16173;188;57
27345;210;91
13049;2016;593
27323;277;94
2A018;153;40
16176;330;104
27350;936;216
13054;32962;8002
27324;570;112
2A026;179;54
16180;246;92
27354;476;134
13060;5543;1248
27327;220;53
2A027;49;20
16188;343;133
27359;169;62
13078;8472;2246
27330;139;41
2A031;541;228
16192;3897;1264
27365;2032;430
13094;2350;718
27336;328;52
2A038;45;15
16197;121;51
27369;83;21
13108;14162;3508
27342;204;39
2A064;31;14
16203;104;38
27370;350;79
13110;10879;2443
27348;1695;372
2A070;389;177
16208;406;132
27379;415;97
13117;33315;7522
27364;202;44
2A092;1117;425
16217;1113;317
27385;1534;296
13119;6477;2073
27371;146;41
2A098;748;344
16221;250;96
27386;1256;204
13202;24093;5127
27374;544;136
2A103;1955;545
16230;2418;903
27389;451;83
13204;47544;12424
27381;159;52
2A108;213;108
16242;1346;503
27394;461;121
13209;69266;19622
27384;506;140
2A130;2990;914
16264;352;170
27397;1715;419
13212;58915;16873
27390;1181;173
2A139;1726;381
16267;86;30
27399;50;8
14001;1210;326
27392;152;39
2A163;521;193
16282;532;135
27400;347;111
14009;1420;305
27393;483;88
2A174;96;38
16297;330;93
27413;756;249
14012;156;32
27398;1394;475
2A191;122;34
16302;191;63
27418;109;32
14027;4555;1088
27404;92;25
2A215;928;334
16308;1018;352
27422;866;259
14035;1338;306
27406;912;275
2A228;1639;569
16317;431;150
27425;2325;630
14036;167;21
27408;620;167
2A272;3188;992
16320;912;222
27426;1261;359
14041;128;46
27410;626;140
2A279;124;51
16334;133;45
27435;265;52
14045;260;68
27412;1499;354
2A284;358;161
16337;880;264
27438;2186;506
14046;1791;411
27415;371;120
2A308;444;205
16341;2904;859
27442;216;80
14057;1497;321
27431;564;184
2A310;93;33
16348;1286;346
27445;199;45
14061;8753;2188
27436;419;85
2A330;492;140
16349;531;185
27451;316;107
14062;445;87
27446;500;98
2A357;40;11
16351;610;122
27455;150;22
14064;252;48
27447;913;223
2A359;228;114
