Code_etablissement;Appellation_officielle;Denomination_principale;Patronyme_uai;Secteur_Public_Prive;Adresse;Lieu_dit;Boite_postale;Code_postal;Localite_acheminement;Commune;Coordonnee_X;Coordonnee_Y;EPSG;Latitude;Longitude;Qualite_appariement;Localisation;Code_nature;Nature;Code_etat_etablissement;Etat_etablissement;Code_departement;Code_region;Code_academie;Code_commune;Departement;Region;Academie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
9830194U;Ecole primaire privée de Tibarama - Enseignement libre protestant;ECOLE PRIMAIRE PRIVEE;DE TIBARAMA (FELP);Privé;ROUTE DE TIBARAMA;TRIBU DE TIBARAMA;;98822;POINDIMIE;Poindimie;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98822;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-21
9830507J;Lycée général et technologique Antoine Kéla;LYCEE GENERAL ET TECHNOLOGIQUE;ANTOINE KELA;Public;ROUTE PROVINCIALE 3;VILLAGE;147;98822;POINDIMIE;Poindimie;;;;;;;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;988;00;40;98822;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1995-03-01
9830382Y;Collège Jean-Baptiste Vigouroux  - (DDEC);COLLEGE PRIVE;JEAN-BAPTISTE VIGOUROUX (DDEC);Privé;;TYE;28;98822;POINDIMIE;Poindimie;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98822;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1979-01-09
9830162J;Ecole primaire privée de Pucala - Eglise évangélique;ECOLE PRIMAIRE PRIVEE;POUCALA (ASEE);Privé;LIEU-DIT SAINT THOMAS;AMOA;;98822;POINDIMIE;Poindimie;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98822;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;20;CONTRAT SIMPLE TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-18
9830327N;Ecole maternelle de Poindimié;ECOLE MATERNELLE PUBLIQUE;DE POINDIMIE;Public;ROUTE;VILLAGE DE POINDIMIE;157;98822;POINDIMIE;Poindimie;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98822;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-09-21
9830081W;Ecole primaire de Bayes;ECOLE PRIMAIRE;DE BAYES;Public;LIEU-DIT BAYES;BAYES;05;98822;POINDIMIE;Poindimie;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98822;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1986-03-01
9830528G;Maison Familiale Rurale de Poindimie;MAISON FAMILIALE RURALE;DE POINDIMIE;Privé;;POINDIMIE;99;98822;POINDIMIE;Poindimie;;;;;;;;380;MAISON FAMILIALE RURALE EDUCATION ORIENT;1;OUVERT;988;00;40;98822;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;03;AGRICULTURE;1996-10-10
9830193T;Ecole primaire privée de Napoémien - Enseignement libre protestant;ECOLE PRIMAIRE PRIVEE;DE NAPOEMIEN (FELP);Privé;ROUTE DE NAPOEMIEN;TRIBU DE NAPOEMIEN;;98822;POINDIMIE;Poindimie;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98822;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-21
9830008S;Collège Raymond Vauthier;COLLEGE;RAYMOND VAUTHIER;Public;30 BIS ROUTE PROVINCIALE 3;;2;98822;POINDIMIE;Poindimie;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98822;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-07-04
9830413G;Ecole maternelle privée d' Ometteux - Enseignement catholique;ECOLE PRIMAIRE PRIVEE;DE OMETTEUX POINDIMIE (DDEC);Privé;;;28;98822;POINDIMIE;Poindimie;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98822;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1982-03-01
9830656W;Collège Gabriel PAÏTA (Païta Nord);COLLEGE;GABRIEL PAITA (PAITA NORD);Public;RT1 quartier ONDEMIA;PAÏTA NORD;82;98840;TONTOUTA;Paita;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2009-09-15
9830368H;Ecole maternelle Les Palmiers;ECOLE MATERNELLE PUBLIQUE;LES PALMIERS (PAITA);Public;Route de la Mairie;;20;98890;PAITA;Paita;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-03-01
9830036X;Ecole primaire Heinrich Ohlen 1;ECOLE ELEMENTAIRE PUBLIQUE;HEINRICH OHLEN PAITA 1;Public;Place du Village;;40;98890;PAITA;Paita;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-07-31
9830702W;Ecole maternelle publique Païta Sud;ECOLE MATERNELLE PUBLIQUE;PAITA SUD;Public;168 voie URBAINE;GADJI;;98889;PAITA;Paita;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2018-02-16
9830270B;Lycée professionnel Saint Jean XXIII - (DDEC);LYCEE PROFESSIONNEL PRIVE;SAINT JEAN XXIII (DDEC);Privé;ROUTE DU MONT MOU;;32;98890;PAITA;Paita;;;;;;;;320;LYCEE PROFESSIONNEL;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-09-01
9830264V;Collège Sainte Marie - (DDEC);COLLEGE PRIVE;SAINTE MARIE  (DDEC);Privé;ROUTE BRETELLE SAVEXPRESS;;11;98890;PAITA;Paita;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-09-01
9830621H;A COMPLETER;ECOLE PRIMAIRE;GROUPE SCOLAIRE DE LA TAMOA;Public;ROUTE TERRITORIALE ST VENCENT;LA TAMOA;101;98890;PAITA;Paita;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2002-02-21
9830415J;Ecole maternelle privée Luc Amoura - Enseignement catholique;ECOLE PRIMAIRE PRIVEE;LUC AMOURA II MONT-MOU (DDEC);Privé;;MONT-MOU;26;98890;PAITA;Paita;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1983-03-01
9830237R;Ecole primaire privée Luc Amoura - Enseignement catholique;ECOLE PRIMAIRE PRIVEE;LUC AMOURA I PAITA (DDEC);Privé;ROUTE DU MONT MOU;MONT MOU;26;98890;PAITA;Paita;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-18
9830678V;A COMPLETER;ECOLE ELEMENTAIRE PUBLIQUE;ROBERT ABEL;Public;44 lotissement KSI;Païta;;98889;PAITA;Paita;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2013-02-13
9830650P;A COMPLETER;ECOLE MATERNELLE PUBLIQUE;SCHEFFLERAS;Public;ROUTE DU MONT MOU;;125;98890;PAITA;Paita;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2007-02-22
9830613Z;Ecole élémentaire Les Scheffleras;ECOLE ELEMENTAIRE PUBLIQUE;LES SCHEFFLERAS;Public;472  ROUTE SCHEFFLERAS;MONT MOU;36;98890;PAITA;Paita;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2001-02-26
9830605R;Ecole maternelle Vi-Vete;ECOLE MATERNELLE PUBLIQUE;VI-VETE;Public;1 LOTISS. LES TUMULUS;;143;98890;PAITA;Paita;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2000-02-24
9830504F;Lycée général et technologique Apollinaire Anova - (DDEC);LYCEE GEN.ET TECHNOL.PRIVE;APOLLINAIRE ANOVA (DDEC);Privé;24 QUINQUIES ROUTE BRETELLE SAVEXPRESS;PLAINE DE LA GENDARMERIE;126;98890;PAITA;Paita;;;;;;;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1994-03-01
9830437H;Ecole primaire 2 James Paddon;ECOLE PRIMAIRE PUBLIQUE;JAMES PADDON;Public;12 VOIE URBAINE LOT ADMINISTRATIF;PAITA VILLAGE;115;98890;PAITA;Paita;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1985-03-01
9830271C;Lycée professionnel Marcellin Champagnat - (DDEC);LYCEE PROFESSIONNEL PRIVE;MARCELLIN CHAMPAGNAT (DDEC);Privé;;RT TERR 1;13;98890;PAITA;Paita;;;;;;;;320;LYCEE PROFESSIONNEL;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-09-01
9830040B;E.E.PU HENRI MARTINET;ECOLE PRIMAIRE;HENRI MARTINET;Public;LOTISSEMENT KARENGA;;16;98840;TONTOUTA;Paita;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-07-31
9830616C;Collège de Païta Sud;COLLEGE;LOUISE MICHELE (PAITA SUD);Public;;PAITA;83;98840;TONTOUTA;Paita;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98821;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2002-02-11
9830556M;Ecole maternelle privée de Banoutr - Eglise évangélique;ECOLE MATERNELLE PRIVEE;DE BANOUTR (ASEE);Privé;ROUTE DE BANOUTR;TRIBU DE BANOUTR;;98814;FAYAOUE;Ouvéa;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;20;CONTRAT SIMPLE TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1999-02-25
9830471V;Ecole maternelle privée de Ognat - Enseignement catholique;ECOLE MATERNELLE PRIVEE;DE OGNAT OUVEA (DDEC);Privé;ROUTE DE OGNAT;OGNAT;;98814;FAYAOUE;Ouvéa;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1991-09-10
9830266X;Collège Guillaume Douarré - (DDEC);COLLEGE PRIVE;GUILLAUME DOUARRE (DDEC);Privé;LIEU-DIT OUENGHE;OUVEA;13;98814;FAYAOUE;Ouvéa;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-09-01
9830450X;Ecole primaire privée de Mouli - Enseignement catholique;ECOLE PRIMAIRE PRIVEE;DE MOULI (DDEC);Privé;ROUTE DE FAYAOUE;;42;98814;FAYAOUE;Ouvéa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1987-03-01
9830155B;Ecole primaire privée Saint Joseph - Enseignement catholique;ECOLE PRIMAIRE PRIVEE;SAINT-JOSEPH OUVEA (DDEC);Privé;ROUTE SAINT-JOSEPH;OUVEA;;98814;FAYAOUE;Ouvéa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-18
9830639C;Collège de Fayaoué;COLLEGE;SHEA TIAOU (D'OUVEA);Public;Lieu-dit FAYAOUE;;18;98814;FAYAOUE;Ouvéa;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2005-01-07
9830447U;Collège d'Eben Eza - (ASÉÉ);COLLEGE PRIVE;EBEN EZA (ASÉÉ);Privé;ROUTE DE FAYAOUE;;12;98814;FAYAOUE;Ouvéa;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1987-03-01
9830257M;Ecole primaire privée Saint Michel - Enseignement catholique;ECOLE PRIMAIRE PRIVEE;ST-MICHEL OUVEA (DDEC);Privé;ROUTE DE FAYAOUE;;42;98814;FAYAOUE;Ouvéa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-18
9830179C;Ecole primaire privée de Eben-Eza - Eglise évangélique;ECOLE PRIMAIRE PRIVEE;DE EBEN-EZA (ASEE);Privé;;OUVEA;12;98814;FAYAOUE;Ouvéa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;20;CONTRAT SIMPLE TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-21
9830629S;A COMPLETER;ECOLE MATERNELLE PUBLIQUE;DE WAKATR;Public;Route WAKATR;;;98814;FAYAOUE;Ouvéa;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2001-02-26
9830466P;Ecole primaire privée de Lékine - Enseignement catholique;ECOLE MATERNELLE PRIVEE;DE LEKINE (DDEC);Privé;ROUTE DE LEKINE;LEKINE;42;98814;FAYAOUE;Ouvéa;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1989-03-01
9830026L;Ecole primaire de Fayaoué;ECOLE PRIMAIRE;DE FAYAOUE;Public;Lieu-dit FAYAOUE;;;98814;FAYAOUE;Ouvéa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-07-31
9830395M;Ecole maternelle de Hwadrilla;ECOLE MATERNELLE PUBLIQUE;DE HWADRILLA;Public;Route HWADRILLA;HWADRILLA;;98814;FAYAOUE;Ouvéa;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98820;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1981-03-01
9830421R;Ecole primaire de Ouégoa;ECOLE PRIMAIRE;DE OUEGOA;Public;Route;OUEGOA;;98821;OUEGOA;Ouegoa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98819;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1984-03-01
9830233L;Ecole primaire privée CSC de Bondé - Enseignement catholique;ECOLE PRIMAIRE PRIVEE;CSC DE BONDE (DDEC);Privé;ROUTE DE BONDE;BONDE;;98821;OUEGOA;Ouegoa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98819;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-18
9830632V;Collège de Ouégoa;COLLEGE;DE OUEGOA;Public;;OUEGOA;;98821;OUEGOA;Ouegoa;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98819;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2003-08-21
9830234M;Ecole primaire de Paimboas;ECOLE PRIMAIRE;DE PAIMBOAS;Public;Route PAIMBOAS OUENIA;PAIMBOAS OUENIA;;98821;OUEGOA;Ouegoa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98819;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-03-01
9830649N;Collège Tuband;COLLEGE;TUBAND;Public;24 rue LOUIS BOUCHER;DOMAINE TUBAND;32001;98800;NOUMEA;Nouméa;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2007-10-10
9830548D;Ecole maternelle privée Kindy School;ECOLE MATERNELLE PRIVEE;KINDY SCHOOL;Privé;Rue CHARLES PEGUY ORPHELINAT;NOUMEA;14222;98803;NOUMEA CEDEX;Nouméa;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;1998-03-01
9830429Z;Ecole maternelle privée Saint Joseph de Cluny - Enseignement catholique;ECOLE MATERNELLE PRIVEE;ST JOSEPH DE CLUNY B (DDEC);Privé;43 rue Jean Jaurès;;;98800;NOUMEA;Nouméa;;;;;;;;101;ECOLE MATERNELLE;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1984-03-01
9830385B;Section d'enseignement général et professionnel adapté de Magenta;SEGPA;DE MAGENTA;Public;34  RUE ANDRÉ ROLLY;MAGENTA;11443 M;98802;NOUMEA CEDEX;Nouméa;;;;;;;;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1981-03-01
9830377T;Lycée polyvalent Do Kamo - (ASÉÉ);LYCEE POLYVALENT PRIVE;DO KAMO (ASÉÉ);Privé;15 BIS RUE TARAGNAT;VALLEE DES COLONS;;98800;NOUMEA;Nouméa;;;;;;;;306;LYCEE POLYVALENT;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1979-03-01
9830306R;Lycée professionnel Petro Attiti;LYCEE PROFESSIONNEL;PETRO ATTITI;Public;1  RUE TEILLARD DE CHARDIN;RIVIERE SALEE;K2;98800;NOUMEA;Nouméa;;;;;;;;320;LYCEE PROFESSIONNEL;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-03-05
9830261S;Lycée général et technologique Blaise Pascal - (DDEC);LYCEE GEN.ET TECHNOL.PRIVE;BLAISE PASCAL (DDEC);Privé;22  RUE B. PASCAL A. VATA;NOUMEA;8193;98800;NOUMEA;Nouméa;;;;;;;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-09-01
9830210L;Ecole primaire privée Saint Joseph de Cluny - Enseignement catholique;ECOLE PRIMAIRE PRIVEE;ST-JOSEPH DE CLUNY A (DDEC);Privé;;NOUMEA;109;98800;NOUMEA;Nouméa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-17
9830014Y;Ecole primaire Charles Bichon;ECOLE ELEMENTAIRE PUBLIQUE;CHARLES BICHON;Public;82 avenue du Général de Gaulle;ORPHELINAT;;98800;NOUMEA;Nouméa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-07-30
9830356V;Collège de Magenta;COLLEGE;DE MAGENTA;Public;34  RUE HOLLY;MAGENTA;MGA02;98800;NOUMEA;Nouméa;;;;;;;;340;COLLEGE;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-03-07
9830003L;Lycée polyvalent Jules Garnier;LYCEE POLYVALENT;JULES GARNIER;Public;65 avenue JAMES COOK;NOUMEA;H3;98800;NOUMEA;Nouméa;;;;;;;;306;LYCEE POLYVALENT;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-28
9830694M;L'ECOLE FILANTE;ECOLE ELEMENTAIRE PRIVEE;L'ECOLE FILANTE;Privé;15  RUE SANTOS DUMONT;;;98800;NOUMEA;Nouméa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2016-02-11
9830211M;Ecole primaire privée Anne-Marie Javouhey - Enseignement catholique;ECOLE PRIMAIRE PRIVEE;ANNE-MARIE JAVOUHEY (DDEC);Privé;RUE VALLEE DU TIR;VALLEE DU TIR;613;98800;NOUMEA;Nouméa;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-17
9830686D;ANIMATION - DIRECTION DDEC (FTF);ANIMATION;DIRECTION DDEC (FTF);Privé;3  RUE FREDERIC SURLEAU;CENTRE VILLE;5;98851;NOUMEA CEDEX;Nouméa;;;;;;;;320;LYCEE PROFESSIONNEL;1;OUVERT;988;00;40;98818;Nouvelle Calédonie;TOM et Collectivités territoriales;Nouvelle Calédonie;;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;2014-01-01
